bw	ftp	rftp	web	qlen	maxd	avgd	rate
4	46	3	10	1000	1009	42	485 (0.97)
2	31	3	18	1000	1056	48	238 (0.95)
48	29	0	45	1000	246	13	5993 (1.00)
65	37	3	51	1000	183	19	7708 (0.95)
45	38	1	21	1000	264	17	5532 (0.98)
25	24	3	21	1000	429	23	2952 (0.94)
29	18	1	33	1000	389	20	3455 (0.95)
1	27	3	7	1000	1217	55	120 (0.96)
91	26	2	45	1000	131	14	10947 (0.96)
70	13	3	14	1000	149	10	8193 (0.94)
98	46	3	40	1000	121	17	11841 (0.97)
73	34	3	45	1000	163	15	8672 (0.95)
94	64	2	53	1000	127	18	11622 (0.99)
94	24	3	69	1000	124	14	11087 (0.94)
72	12	0	64	1000	165	8	8997 (1.00)
34	49	1	3	1000	343	23	4181 (0.98)
88	29	0	21	1000	136	11	10998 (1.00)
75	48	0	53	1000	159	16	9374 (1.00)
18	60	4	51	1000	601	33	2166 (0.96)
78	44	0	62	1000	153	14	9749 (1.00)
34	57	2	35	1000	336	26	4125 (0.97)
70	17	1	22	1000	170	13	8398 (0.96)
28	33	0	50	1000	415	23	3499 (1.00)
64	36	0	77	1000	185	14	7998 (1.00)
94	16	1	48	1000	126	12	11279 (0.96)
50	32	0	42	1000	237	15	6245 (1.00)
30	24	0	59	1000	388	19	3739 (1.00)
31	14	4	62	1000	314	16	3569 (0.92)
4	41	0	1	1000	920	34	499 (1.00)
81	60	0	54	1000	147	17	10124 (1.00)
49	42	1	30	1000	242	19	6045 (0.99)
16	34	2	19	1000	696	34	1857 (0.93)
36	3	4	25	1000	234	13	4053 (0.90)
69	41	2	26	1000	173	17	8407 (0.97)
72	48	4	78	1000	162	21	8815 (0.98)
10	18	3	73	1000	571	29	1170 (0.94)
91	28	0	29	1000	132	11	11373 (1.00)
81	26	1	19	1000	147	13	9891 (0.98)
73	10	4	65	1000	132	9	8394 (0.92)
90	5	2	26	1000	101	27	10933 (0.97)
83	60	4	53	1000	143	19	9952 (0.96)
16	31	4	39	1000	636	29	1878 (0.94)
82	48	3	57	1000	146	22	9903 (0.97)
42	23	1	57	1000	278	16	5096 (0.97)
26	51	0	19	1000	451	25	3249 (1.00)
77	3	4	43	1000	116	18	9183 (0.95)
29	39	1	13	1000	400	22	3535 (0.98)
33	1	0	69	1000	120	7	4071 (0.99)
49	23	3	74	1000	229	16	5658 (0.92)
1	16	0	51	1000	962	69	125 (1.00)
57	9	1	43	1000	201	12	6680 (0.94)
26	45	1	61	1000	438	26	3180 (0.98)
68	52	0	31	1000	175	16	8499 (1.00)
68	21	0	45	1000	175	10	8498 (1.00)
82	52	4	36	1000	145	19	10066 (0.98)
17	29	4	59	1000	598	27	2015 (0.95)
15	17	2	15	1000	520	26	1652 (0.88)
27	58	2	77	1000	418	30	3295 (0.98)
10	35	4	60	1000	679	34	1193 (0.95)
25	20	3	70	1000	419	22	2944 (0.94)
34	60	2	27	1000	337	26	4142 (0.97)
62	50	0	72	1000	191	17	7748 (1.00)
32	22	1	13	1000	366	19	3840 (0.96)
26	59	1	48	1000	442	29	3176 (0.98)
19	15	0	62	1000	436	21	2366 (1.00)
6	33	0	14	1000	676	24	749 (1.00)
11	28	2	11	1000	671	32	1289 (0.94)
68	28	0	27	1000	175	11	8499 (1.00)
84	26	3	26	1000	137	12	9869 (0.94)
39	46	2	33	1000	299	20	4721 (0.97)
56	28	4	50	1000	194	14	6737 (0.96)
26	14	1	64	1000	416	20	3066 (0.94)
39	25	1	72	1000	295	15	4752 (0.97)
30	34	1	26	1000	392	21	3649 (0.97)
94	41	1	46	1000	127	16	11619 (0.99)
52	7	4	64	1000	180	10	5871 (0.90)
7	51	2	44	1000	823	37	842 (0.96)
