bw	ftp	rftp	web	qlen	maxd	avgd	rate
9	22	2	26	1000	584	26	1071 (0.95)
33	45	3	25	1000	355	20	3856 (0.93)
14	23	3	11	1000	565	25	1625 (0.93)
53	12	0	16	1000	225	5	6176 (0.93)
95	33	4	38	1000	125	18	10946 (0.92)
5	63	2	20	1000	1117	46	613 (0.98)
16	43	4	33	1000	609	23	1948 (0.97)
35	5	3	79	1000	218	16	3944 (0.90)
13	24	3	29	1000	617	29	1520 (0.94)
43	33	1	18	1000	275	15	5049 (0.94)
61	51	3	56	1000	194	18	7211 (0.95)
38	25	1	64	1000	309	17	4435 (0.93)
41	1	1	9	1000	190	25	4530 (0.88)
