bw	ftp	rftp	web	qlen	maxd	avgd	rate
22	29	0	23	1000	524	13	2523 (0.92)
88	57	2	57	1000	135	23	9815 (0.89)
37	27	1	79	1000	314	20	4056 (0.88)
41	25	1	17	1000	289	19	4546 (0.89)
46	49	3	35	1000	258	22	5216 (0.91)
40	4	1	50	1000	217	9	3402 (0.68)
77	48	2	68	1000	155	21	8462 (0.88)
19	34	1	23	1000	582	24	2219 (0.93)
95	37	4	15	1000	126	29	10109 (0.85)
96	42	1	45	1000	124	18	10244 (0.85)
61	29	2	63	1000	194	22	6571 (0.86)
26	30	2	0	1000	452	21	2930 (0.90)
100	57	1	10	1000	120	18	11189 (0.90)
60	9	2	27	1000	198	16	5658 (0.75)
