bw	ftp	rftp	web	qlen	maxd	avgd	rate
16	12	0	11	1000	218	4	1613 (0.81)
51	33	0	31	1000	232	5	5485 (0.86)
24	23	0	28	1000	470	10	2608 (0.87)
66	20	1	78	1000	180	4	5844 (0.71)
99	5	4	15	1000	121	0	4690 (0.38)
82	34	1	9	1000	146	3	8172 (0.80)
65	55	0	36	1000	184	6	7190 (0.88)
53	48	2	73	1000	223	9	5060 (0.76)
2	23	0	79	1000	683	51	247 (0.99)
96	1	1	12	1000	107	0	1688 (0.14)
43	59	0	17	1000	275	7	4871 (0.91)
94	5	2	49	1000	127	0	4526 (0.39)
71	28	1	24	1000	168	4	6815 (0.77)
46	53	4	4	1000	258	7	4355 (0.76)
98	26	1	48	1000	122	2	9335 (0.76)
67	52	4	43	1000	178	6	6197 (0.74)
52	35	3	68	1000	227	8	4913 (0.76)
52	52	1	29	1000	229	8	5269 (0.81)
84	37	1	71	1000	142	3	8410 (0.80)
76	20	3	20	1000	157	3	6504 (0.68)
43	5	2	72	1000	264	4	2286 (0.43)
14	46	0	8	1000	533	18	1583 (0.90)
59	7	0	34	1000	200	1	4464 (0.61)
25	62	4	4	1000	462	14	2377 (0.76)
69	60	2	51	1000	172	9	6469 (0.75)
53	21	0	31	1000	223	4	5493 (0.83)
40	49	0	38	1000	295	9	4512 (0.90)
96	9	4	2	1000	125	0	5664 (0.47)
90	10	3	2	1000	133	1	6102 (0.54)
36	14	1	1	1000	238	4	3128 (0.70)
93	31	3	72	1000	128	3	8137 (0.70)
54	13	4	67	1000	219	6	4350 (0.64)
43	38	1	58	1000	273	9	4213 (0.78)
10	24	3	14	1000	479	13	920 (0.74)
95	22	2	9	1000	126	1	8189 (0.69)
36	20	4	76	1000	265	6	3010 (0.67)
89	23	1	34	1000	135	1	8237 (0.74)
10	57	0	8	1000	727	20	1175 (0.94)
41	32	4	67	1000	284	8	3618 (0.71)
58	6	4	58	1000	201	3	3419 (0.47)
63	28	2	3	1000	190	4	5785 (0.73)
34	29	3	26	1000	345	13	3190 (0.75)
44	24	2	31	1000	269	5	4075 (0.74)
9	22	2	26	1000	499	16	835 (0.74)
33	45	3	25	1000	354	18	3089 (0.75)
14	23	3	11	1000	353	9	1241 (0.71)
53	12	0	16	1000	224	3	4944 (0.75)
95	33	4	38	1000	126	2	8598 (0.72)
5	63	2	20	1000	765	41	574 (0.92)
16	43	4	33	1000	592	23	1571 (0.79)
35	5	3	79	1000	166	4	1887 (0.43)
13	24	3	29	1000	419	13	1161 (0.71)
43	33	1	18	1000	273	8	4222 (0.79)
61	51	3	56	1000	195	9	5822 (0.76)
38	25	1	64	1000	304	9	3340 (0.70)
41	1	1	9	1000	110	0	958 (0.19)
