=====================================
Time    Queue length    Rate    Drops
-------------------------------------
0.5	0		827.6	0
1.0	108		8704.9	476
1.5	0		8524.8	378
2.0	3		1120.3	0
2.5	10		5757.4	0
3.0	0		11413.2	0
3.5	0		12162.1	0
4.0	1		12445.8	0
4.5	3		12499.5	0
5.0	7		12501.7	1
5.5	0		11537.5	1
6.0	0		11603.2	0
6.5	0		11878.1	0
7.0	2		12374.4	0
7.5	1		12443.1	0
8.0	3		12502.4	0
8.5	6		12498.5	1
9.0	0		10953.1	1
9.5	0		10469.3	0
10.0	0		10754.6	0
10.5	0		11072.0	0
11.0	0		11325.0	0
11.5	0		11594.2	0
12.0	0		11893.1	0
12.5	0		12192.4	0
13.0	1		12459.9	0
13.5	4		12498.1	0
14.0	0		12483.6	2
14.5	0		12076.6	0
15.0	0		12378.0	0
15.5	2		12501.1	0
16.0	5		12499.7	0
16.5	0		11891.4	2
17.0	0		11688.0	0
17.5	0		11997.7	0
18.0	1		12419.3	0
18.5	2		12493.4	0
19.0	4		12499.7	0
19.5	0		12354.0	2
20.0	0		11940.0	0
20.5	1		12238.0	0
21.0	2		12490.9	0
21.5	4		12502.1	0
22.0	5		12499.0	2
22.5	1		12145.7	0
23.0	1		12424.1	0
23.5	3		12501.3	0
24.0	5		12498.1	0
24.5	0		12271.5	2
25.0	0		12117.7	0
25.5	1		12408.9	0
26.0	3		12500.9	0
26.5	5		12499.7	0
27.0	0		10618.1	2
27.5	0		9968.6	0
28.0	0		10260.9	0
28.5	0		10557.0	0
29.0	0		10854.7	0
29.5	0		11157.4	0
30.0	0		11459.8	0
30.5	0		11767.4	0
31.0	0		12069.1	0
31.5	0		12360.0	0
32.0	3		12499.4	0
32.5	5		12498.7	0
33.0	0		12294.2	2
33.5	0		12203.4	0
34.0	3		12450.2	0
34.5	3		12498.2	0
35.0	6		12500.2	1
35.5	0		11718.4	1
36.0	0		11781.9	0
36.5	0		12057.9	0
37.0	0		12354.5	0
37.5	2		12498.4	0
38.0	5		12499.7	0
38.5	0		12112.5	2
39.0	0		11634.9	0
39.5	0		11956.1	0
40.0	0		12312.1	0
40.5	3		12487.3	0
41.0	4		12499.6	0
41.5	0		12372.5	2
42.0	0		12053.9	0
42.5	0		12321.8	0
43.0	3		12502.3	0
43.5	4		12499.1	0
44.0	0		11940.6	2
44.5	0		10478.4	0
45.0	0		10834.0	0
45.5	0		11068.0	0
46.0	0		11312.3	0
46.5	0		11569.7	0
47.0	0		11926.5	0
47.5	0		12261.3	0
48.0	1		12462.1	0
48.5	4		12497.8	0
49.0	6		12500.6	1
49.5	0		12280.8	1
50.0	0		12386.6	0
50.5	449		2151.2	7
51.0	876		1248.1	20
51.5	0		909.5	15
52.0	10		421.1	0
52.5	1		630.0	0
53.0	4		810.0	0
53.5	2		1092.5	0
54.0	6		1248.2	2
54.5	8		1199.7	0
55.0	2		1200.0	3
55.5	10		1221.5	2
56.0	1		1119.0	0
56.5	1		1239.0	4
57.0	0		1056.1	0
57.5	0		1238.1	4
58.0	1		951.7	0
58.5	8		1186.8	0
59.0	6		1042.3	3
59.5	0		1200.7	4
60.0	0		876.8	0
60.5	9		1166.2	0
61.0	0		998.8	6
61.5	0		902.0	0
62.0	0		1122.8	7
62.5	6		753.1	0
63.0	9		1209.2	10
63.5	0		725.3	3
64.0	3		729.3	0
64.5	2		979.4	0
65.0	10		1222.5	2
65.5	6		1205.1	2
66.0	6		1244.6	2
66.5	4		1152.2	0
67.0	0		1241.4	2
67.5	6		1171.4	0
68.0	1		1160.9	2
68.5	8		1215.2	2
69.0	1		1003.1	2
69.5	7		1170.0	0
70.0	2		1167.3	3
70.5	4		1106.9	0
71.0	4		1245.1	3
71.5	2		975.0	0
72.0	14		1220.8	2
72.5	0		998.9	4
73.0	1		984.0	0
